"cod_dpto","nom_dpto","cod_prov","nom_prov","nom_cap","num_dist","sup_tot","pob_total","total_pers","c5_p2_1","c5_p2_2","num_viv_pa","num_viv_op","num_hog","almenosuna","c1nbi_abs","c2nbi_abs","c3nbi_abs","c4nbi_abs","c5nbi_abs","nbi1_abs","nbi2_abs","nbi3_abs","nbi4_abs","nbi5_abs","vs_sh","vs_agua_rp","vs_aelec","v_ptierra","v_1hab","h_lenna","h_cocin","hs_pclptb","hs_tcelu","hs_inter","pet","pea","peao","pead","pei","c5_p12_2","c5_p12_1","c5_p8_6","c5_p8_1","c5_p9_3","c5_p9_4","c5_p9_5","c5_p9_6","c5_p10_1","c5_p10_4","gr_edad_1","gr_edad_2","gr_edad_3","gr_edad_4","gr_edad_5","gr_quin_1","gr_quin_2","gr_quin_3","gr_quin_4","gr_quin_5","p_sex_h","p_sex_m","almenosu_1","c1nbi_porc","c2nbi_porc","c3nbi_porc","c4nbi_porc","c5nbi_porc","nbi1_porc","nbi2_porc","nbi3_porc","nbi4_porc","nbi5_porc","pvs_sh","pvs_agua_r","pvs_aelec","pv_ptierra","pv_1hab","ph_cocin","phs_pclptb","phs_tcelu","phs_inter","p_pet","p_pea","p_pea_o","p_pea_d","p_pei","p_lees_no","p_lees_si","p_af_ning","p_af_sis","p_dl_hab","p_dl_mov","p_dl_ent","p_dl_rel","p_dni","p_no_docum","p_ge_0a14","p_ge_15a29","p_ge_30a44","p_ge_45a64","p_ge_65ym","pgr_quin1","pgr_quin2","pgr_quin3","pgr_quin4","pgr_quin5","fuente"
"2","ANCASH","217","RECUAY","RECUAY","10","2,304.19","17,185","16,743","8,206","8,979","8,290","5,084","5,423","6,533","4,935","1,321","246","26","5","541","2,072","4,233","437","1,161","1,934","1,210","1,034","3,578","1,170","4,373","4,610","4,923","1,648","5,192","13,113","6,019","5,332","687","7,094","2,480","13,918","2,425","12,173","161","717","247","176","17,072","38","4,352","3,564","3,240","2,625","3,404","1,330","1,525","1,497","1,309","1,134","47.750946","52.249054","39.019292","29.475004","7.889864","1.469271","0.155289","0.029863","3.231201","12.375321","25.282207","2.610046","6.934241","38.040913","23.800157","20.338316","70.377655","23.013375","85.008298","90.780011","30.389084","95.740365","76.304917","35.024731","31.027058","3.997672","41.280186","14.43119","80.989235","14.111143","70.835031","0.936864","4.172243","1.4373","1.024149","99.34245","0.221123","25.324411","20.739017","18.853651","15.274949","19.807972","7.739308","8.874018","8.711085","7.617108","6.598778","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"2","ANCASH","218","SANTA","CHIMBOTE","9","4,014.33","435,807","426,765","214,707","221,100","147,040","116,757","123,916","110,576","96,296","12,907","1,293","80","0","75,192","24,611","6,422","7,559","12,525","27,937","22,454","10,680","31,076","15,585","15,566","17,122","76,639","13,380","86,194","332,437","187,285","175,534","11,751","145,152","38,174","377,097","114,600","173,084","3,138","12,911","4,978","3,142","431,849","1,100","109,834","104,798","91,647","72,167","57,361","36,005","38,347","35,482","34,395","37,068","49.266533","50.733467","25.910278","22.564175","3.024381","0.302977","0.018746","0","17.619064","5.766874","1.504809","1.771232","2.93487","23.927473","19.231395","9.147203","26.615963","13.348236","13.817425","61.847542","10.797637","69.558411","76.280785","42.974298","40.277921","2.696377","33.306487","8.759382","86.52844","26.296044","39.715746","0.720044","2.96255","1.142249","0.720961","99.0918","0.252405","25.202441","24.046883","21.029263","16.559394","13.162019","8.261685","8.799078","8.141677","7.892255","8.5056","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"2","ANCASH","219","SIHUAS","SIHUAS","10","1,455.97","26,971","26,445","13,018","13,953","10,432","7,631","7,875","7,810","6,438","1,218","154","0","0","115","2,118","2,962","614","3,527","4,161","1,477","1,693","6,539","1,137","7,167","7,190","7,282","2,913","7,600","18,821","6,483","6,027","456","12,338","5,947","19,539","1,143","23,210","172","864","156","132","26,714","94","8,793","5,416","4,741","4,229","3,792","2,577","2,811","3,405","2,287","1,572","48.266657","51.733343","29.532993","24.344867","4.605786","0.582341","0","0","0.434865","8.009075","11.200605","2.3218","13.337115","54.527585","19.355261","22.185821","85.689949","14.899751","91.301587","92.469841","36.990476","96.507937","69.782359","24.036929","22.346224","1.690705","45.74543","22.049609","72.444477","4.237885","86.055393","0.637722","3.203441","0.578399","0.489415","99.047125","0.348522","32.601683","20.080828","17.578139","15.679804","14.059545","9.554707","10.422305","12.624671","8.479478","5.828482","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"2","ANCASH","220","YUNGAY","YUNGAY","8","1,361.48","50,841","50,100","24,815","26,026","20,825","14,278","14,843","13,634","10,967","2,252","379","36","0","520","4,239","3,646","1,923","6,424","8,006","2,053","2,869","10,930","2,238","12,745","12,849","13,597","4,798","14,201","37,413","17,417","16,598","819","19,996","11,932","36,371","6,059","40,007","299","1,857","513","318","50,463","87","14,494","11,982","10,219","7,307","6,839","4,415","4,888","5,191","4,679","3,810","48.809032","51.190968","27.213573","21.89022","4.49501","0.756487","0.071856","0","1.037924","8.461078","7.277445","3.838323","12.822355","56.072279","14.378765","20.093851","76.551338","15.674464","86.566058","91.605471","32.325002","95.674729","73.588246","34.257784","32.646879","1.610905","39.330462","23.469247","71.538719","11.917547","78.690427","0.588108","3.652564","1.009028","0.625479","99.256506","0.171122","28.508487","23.567593","20.099919","14.372259","13.451742","8.683936","9.614288","10.210263","9.203202","7.493952","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"3","APURIMAC","301","ABANCAY","ABANCAY","9","3,447.13","110,520","106,042","54,091","56,429","42,347","32,638","34,270","21,101","18,152","2,668","272","9","0","1,101","11,603","6,614","1,688","3,334","7,924","2,036","3,050","14,156","9,606","17,410","17,773","24,327","5,695","27,783","82,837","48,675","44,990","3,685","34,162","14,528","90,367","14,319","69,823","844","3,739","1,581","869","109,773","164","29,679","30,206","23,069","15,321","12,245","9,429","9,719","10,531","9,686","10,694","48.942273","51.057727","19.898719","17.117746","2.515984","0.256502","0.008487","0","1.038268","10.941891","6.237151","1.591822","3.144037","24.278448","6.238127","9.344935","43.372756","29.43195","51.861687","70.986285","16.618033","81.070907","74.952045","44.041802","40.707564","3.334238","30.910242","13.145132","81.765291","12.956026","63.176801","0.763663","3.383098","1.43051","0.786283","99.324104","0.148389","26.853963","27.3308","20.873145","13.862649","11.079443","8.531488","8.793883","9.528592","8.764025","9.676077","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"3","APURIMAC","302","ANDAHUAYLAS","ANDAHUAYLAS","20","3,987","142,477","138,189","68,851","73,626","59,521","40,354","42,547","31,214","26,404","4,228","530","52","0","3,476","13,368","5,619","3,477","10,718","20,952","2,914","8,438","29,983","8,252","32,798","33,886","36,847","11,559","38,623","103,139","51,783","48,337","3,446","51,356","27,938","107,058","14,767","109,382","1,142","5,509","2,144","1,464","141,822","184","42,359","35,123","27,763","20,389","16,843","13,067","13,764","15,528","12,870","11,620","48.324291","51.675709","22.587905","19.107165","3.059578","0.383533","0.03763","0","2.515396","9.673708","4.06617","2.516119","7.756044","51.920504","7.221093","20.909947","74.299945","20.449026","79.643688","86.603051","27.167603","90.777258","72.38993","36.344814","33.926178","2.418636","36.045116","19.608779","75.140549","10.36448","76.771689","0.801533","3.866589","1.504804","1.027534","99.540277","0.129144","29.730413","24.651698","19.485952","14.31038","11.821557","9.171305","9.660507","10.898601","9.033037","8.155702","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"3","APURIMAC","303","ANTABAMBA","ANTABAMBA","7","3,219.01","11,310","10,195","5,837","5,473","8,336","3,971","4,080","4,969","3,142","1,507","281","39","0","1,085","1,908","3,169","212","781","1,849","895","1,235","3,541","1,812","3,159","3,928","3,891","2,095","4,064","8,384","4,791","4,480","311","3,593","2,050","8,790","745","8,971","90","411","164","112","11,214","16","3,147","2,039","2,298","1,921","1,905","827","1,011","1,309","736","602","51.609195","48.390805","48.739578","30.819029","14.781756","2.756253","0.38254","0","10.642472","18.715056","31.083865","2.079451","7.660618","46.562579","22.538403","31.100478","89.171493","45.630823","96.27451","95.367647","51.348039","99.607843","74.129089","42.360743","39.610964","2.749779","31.768347","18.125553","77.718833","6.587091","79.319187","0.795756","3.633952","1.450044","0.990274","99.151194","0.141468","27.824934","18.028294","20.318302","16.984969","16.843501","7.312113","8.938992","11.573828","6.507515","5.322723","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"3","APURIMAC","304","AYMARAES","CHALHUANCA","17","4,213.07","24,307","22,930","12,191","12,116","17,829","8,593","8,745","7,462","6,256","1,097","92","17","0","500","2,504","4,589","371","830","4,009","1,251","1,516","7,076","2,415","7,561","8,331","8,310","2,865","8,495","18,584","10,588","9,779","809","7,996","4,747","18,535","1,832","19,330","198","1,183","346","256","24,239","21","6,243","4,692","4,425","4,104","4,843","1,820","1,923","2,500","1,854","1,376","50.154277","49.845723","32.542521","27.283035","4.784126","0.401221","0.074139","0","2.180549","10.920192","20.013083","1.617968","3.619712","46.654253","14.558361","17.642267","82.346096","28.104271","95.265866","95.025729","32.761578","97.141224","76.455342","43.559468","40.231209","3.328259","32.895874","19.529354","76.253754","7.536924","79.524417","0.81458","4.866911","1.423458","1.053195","99.720245","0.086395","25.683959","19.303081","18.204632","16.884025","19.924302","7.487555","7.911301","10.285103","7.627432","5.660921","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"3","APURIMAC","305","COTABAMBAS","TAMBOBAMBA","6","2,612.73","50,656","45,446","26,831","23,825","20,283","14,511","15,248","16,705","13,067","3,104","489","45","0","1,001","5,275","6,656","1,352","6,638","7,762","2,859","4,500","11,830","4,409","9,752","15,820","14,011","5,768","14,942","36,288","17,274","14,674","2,600","19,014","10,926","36,999","6,105","37,343","288","1,921","549","362","50,092","178","15,390","12,143","10,873","6,946","5,304","4,658","4,875","5,857","4,284","3,672","52.967072","47.032928","36.75791","28.752806","6.830084","1.076002","0.099019","0","2.202614","11.607182","14.645953","2.974959","14.606346","53.490456","19.702295","31.010957","81.524361","30.383847","103.751312","91.887461","37.827912","97.993179","71.636134","34.1006","28.967941","5.13266","37.535534","21.569015","73.039719","12.051879","73.718809","0.568541","3.792246","1.083781","0.714624","98.886608","0.35139","30.381396","23.971494","21.464387","13.712097","10.470625","9.195357","9.623737","11.562303","8.457044","7.248895","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"3","APURIMAC","306","CHINCHEROS","CHINCHEROS","11","1,242.31","45,247","44,183","22,410","22,837","21,659","13,472","13,797","9,911","8,235","1,459","206","11","0","1,238","3,791","1,441","824","4,521","7,166","1,090","3,397","11,212","2,417","12,289","12,328","12,993","4,252","13,558","32,026","13,893","13,011","882","18,133","9,274","33,474","3,240","37,927","414","1,399","609","398","45,057","50","14,275","9,411","8,203","6,906","6,452","4,265","4,710","5,300","3,840","2,850","49.528146","50.471854","22.431705","18.63839","3.302175","0.466243","0.024896","0","2.801983","8.580223","3.261435","1.864971","10.232442","53.191805","8.090855","25.215261","83.224466","17.940914","89.352758","94.172646","30.818294","98.267739","70.780383","30.704798","28.755498","1.949301","40.075585","20.496387","73.980595","7.160696","83.822132","0.914978","3.091918","1.345946","0.879616","99.580083","0.110505","31.549053","20.799169","18.129379","15.26289","14.259509","9.426039","10.40953","11.713484","8.486751","6.29876","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"3","APURIMAC","307","GRAU","CHUQUIBAMBILLA","14","2,174.52","21,242","20,330","10,590","10,652","11,399","7,009","7,361","8,850","6,879","1,674","283","14","0","507","2,939","5,517","299","1,870","4,031","1,589","1,461","6,173","2,612","6,228","7,687","7,086","4,057","7,332","15,482","6,234","5,070","1,164","9,248","4,283","16,009","1,112","17,853","222","968","325","261","21,093","72","6,209","4,245","3,786","3,387","3,615","1,611","2,027","2,571","1,722","1,251","49.854063","50.145937","43.531727","33.836695","8.234137","1.392031","0.068864","0","2.493851","14.456468","27.137236","1.470733","9.198229","57.511771","22.670852","20.844628","88.072478","37.266372","104.428746","96.264095","55.114794","99.606032","72.883909","29.347519","23.867809","5.47971","43.53639","20.162885","75.364843","5.234912","84.045758","1.045099","4.55701","1.529988","1.228698","99.298559","0.338951","29.229828","19.983994","17.82318","15.944826","17.018172","7.584032","9.542416","12.10338","8.106581","5.889276","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"4","AREQUIPA","401","AREQUIPA","AREQUIPA","29","9,682.02","1,080,635","1,056,316","521,434","559,201","408,980","289,587","327,760","129,007","118,454","9,864","645","44","0","18,254","90,366","10,806","9,888","10,979","61,185","21,098","22,736","29,218","63,937","29,231","31,479","174,062","23,205","200,832","846,441","532,910","500,570","32,340","313,531","80,118","951,789","373,056","234,872","6,526","28,849","12,442","8,357","1,072,042","1,629","249,935","282,836","244,214","170,022","133,628","84,338","85,426","80,171","88,231","100,333","48.252555","51.747445","12.212917","11.213879","0.933811","0.061061","0.004165","0","1.728081","8.554826","1.022989","0.936084","1.039367","21.128366","7.285548","7.851181","10.089541","22.078684","9.604284","53.106541","7.079876","61.274103","78.328113","49.314523","46.321839","2.992685","29.013589","7.413974","88.076825","34.521925","21.734628","0.603904","2.669634","1.15136","0.773342","99.204819","0.150745","23.128531","26.17313","22.59912","15.733527","12.365692","7.804485","7.905167","7.418879","8.164736","9.284634","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"4","AREQUIPA","402","CAMANA","CAMANA","8","3,998.28","59,370","56,967","30,027","29,343","28,601","18,076","19,069","16,840","13,807","2,688","320","25","0","11,262","5,553","1,482","832","1,114","5,964","3,690","1,911","4,954","5,086","2,697","2,771","14,416","2,196","15,785","45,203","29,284","27,607","1,677","15,919","5,351","51,143","21,686","22,004","362","1,380","503","328","58,791","157","15,083","13,840","13,438","9,977","7,032","5,077","5,124","4,882","4,214","4,759","50.576049","49.423951","29.560974","24.236839","4.718521","0.561729","0.043885","0","19.76934","9.747749","2.601506","1.460495","1.955518","32.994025","20.413808","10.572029","27.406506","28.136756","14.531438","75.59914","11.516073","82.778331","76.13778","49.324575","46.499916","2.824659","26.813205","9.01297","86.142833","36.526865","37.062489","0.609736","2.324406","0.847229","0.552468","99.02476","0.264443","25.405087","23.311437","22.634327","16.804784","11.844366","8.551457","8.630622","8.223008","7.097861","8.015833","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"4","AREQUIPA","403","CARAVELI","CARAVELI","13","13,139.86","41,346","35,897","22,897","18,449","20,959","11,808","12,266","11,390","8,217","2,686","459","28","0","6,512","3,962","3,385","524","695","5,460","4,094","1,483","3,116","3,085","2,402","2,502","9,975","1,321","10,954","31,165","21,128","20,080","1,048","10,037","3,734","35,543","15,030","17,382","186","755","315","171","40,903","102","10,764","9,468","10,279","6,574","4,261","3,552","3,805","3,407","2,443","3,239","55.378997","44.621003","31.729671","22.890492","7.482519","1.278658","0.078001","0","18.140792","11.037134","9.429757","1.459732","1.936095","46.239837","34.671409","12.559282","26.388889","26.126355","20.397848","81.322354","10.769607","89.303767","75.376094","51.100469","48.565762","2.534707","24.275625","9.031103","85.964785","36.351763","42.040342","0.449862","1.826053","0.761863","0.413583","98.928554","0.246699","26.033957","22.899434","24.86093","15.899966","10.305713","8.590916","9.202825","8.240217","5.908673","7.83389","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"4","AREQUIPA","404","CASTILLA","APLAO","14","6,914.48","33,629","31,111","17,453","16,176","16,478","10,094","10,797","8,572","6,801","1,536","219","16","0","3,640","3,765","1,910","388","891","3,939","1,381","1,233","3,816","2,456","5,322","6,055","8,823","1,626","9,567","25,203","16,714","15,948","766","8,489","3,990","28,112","8,856","14,549","198","1,061","406","200","33,305","83","8,963","6,129","7,632","5,917","4,988","2,721","3,091","3,151","2,074","1,759","51.898659","48.101341","27.552956","21.860435","4.93716","0.703931","0.051429","0","11.700042","12.101829","6.139308","1.247147","2.863939","39.023182","13.681395","12.215177","37.804636","24.331286","56.080393","81.717144","15.059739","88.607947","74.944245","49.701151","47.423355","2.277796","25.243094","11.86476","83.594517","26.334414","43.263255","0.588778","3.155015","1.207291","0.594725","99.036546","0.246811","26.652592","18.225341","22.694698","17.594933","14.832436","8.091231","9.191472","9.369889","6.167296","5.230605","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
